Food code,Seq num,Portion code,Portion weight,Start date,End date
22501010,5,90000,46,"01/01/19 00:00:00","12/31/20 00:00:00"
22600100,1,62314,5,"01/01/19 00:00:00","12/31/20 00:00:00"
22600100,2,61410,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22600100,3,62303,12,"01/01/19 00:00:00","12/31/20 00:00:00"
22600100,4,40054,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22600100,5,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
22600100,6,10129,80,"01/01/19 00:00:00","12/31/20 00:00:00"
22600100,7,90000,16,"01/01/19 00:00:00","12/31/20 00:00:00"
22600100,8,64545,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22600100,9,64546,16,"01/01/19 00:00:00","12/31/20 00:00:00"
22600110,1,62314,5,"01/01/19 00:00:00","12/31/20 00:00:00"
22600110,2,61410,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22600110,3,62303,12,"01/01/19 00:00:00","12/31/20 00:00:00"
22600110,4,40054,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22600110,5,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
22600110,6,10129,80,"01/01/19 00:00:00","12/31/20 00:00:00"
22600110,7,64545,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22600110,8,64546,16,"01/01/19 00:00:00","12/31/20 00:00:00"
22600110,9,90000,16,"01/01/19 00:00:00","12/31/20 00:00:00"
22600200,1,62314,5,"01/01/19 00:00:00","12/31/20 00:00:00"
22600200,2,61410,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22600200,3,62303,12,"01/01/19 00:00:00","12/31/20 00:00:00"
22600200,4,40054,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22600200,5,10129,80,"01/01/19 00:00:00","12/31/20 00:00:00"
22600200,6,90000,16,"01/01/19 00:00:00","12/31/20 00:00:00"
22600200,7,64545,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22600200,8,64546,16,"01/01/19 00:00:00","12/31/20 00:00:00"
22600210,1,62314,5,"01/01/19 00:00:00","12/31/20 00:00:00"
22600210,2,61410,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22600210,3,62303,12,"01/01/19 00:00:00","12/31/20 00:00:00"
22600210,4,40054,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22600210,5,10129,80,"01/01/19 00:00:00","12/31/20 00:00:00"
22600210,6,64545,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22600210,7,64546,16,"01/01/19 00:00:00","12/31/20 00:00:00"
22600210,8,90000,16,"01/01/19 00:00:00","12/31/20 00:00:00"
22601000,1,62314,5,"01/01/19 00:00:00","12/31/20 00:00:00"
22601000,2,61410,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22601000,3,62303,12,"01/01/19 00:00:00","12/31/20 00:00:00"
22601000,4,40054,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22601000,5,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
22601000,6,10129,80,"01/01/19 00:00:00","12/31/20 00:00:00"
22601000,7,90000,16,"01/01/19 00:00:00","12/31/20 00:00:00"
22601000,8,64545,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22601000,9,64546,16,"01/01/19 00:00:00","12/31/20 00:00:00"
22601040,1,61410,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22601040,2,40054,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22601040,3,90000,16,"01/01/19 00:00:00","12/31/20 00:00:00"
22601040,4,64545,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22601040,5,64546,16,"01/01/19 00:00:00","12/31/20 00:00:00"
22602010,1,62314,5,"01/01/19 00:00:00","12/31/20 00:00:00"
22602010,2,61410,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22602010,3,62303,12,"01/01/19 00:00:00","12/31/20 00:00:00"
22602010,4,40054,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22602010,5,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
22602010,6,10129,80,"01/01/19 00:00:00","12/31/20 00:00:00"
22602010,7,90000,16,"01/01/19 00:00:00","12/31/20 00:00:00"
22602010,8,64545,8,"01/01/19 00:00:00","12/31/20 00:00:00"
22602010,9,64546,16,"01/01/19 00:00:00","12/31/20 00:00:00"
22621100,1,61949,26,"01/01/19 00:00:00","12/31/20 00:00:00"
22621100,2,61978,47,"01/01/19 00:00:00","12/31/20 00:00:00"
22621100,3,40054,20,"01/01/19 00:00:00","12/31/20 00:00:00"
22621100,4,10043,128,"01/01/19 00:00:00","12/31/20 00:00:00"
22621100,5,51010,15,"01/01/19 00:00:00","12/31/20 00:00:00"
22621100,6,90000,16,"01/01/19 00:00:00","12/31/20 00:00:00"
22700000,1,61817,35,"01/01/19 00:00:00","12/31/20 00:00:00"
22700000,2,40016,20,"01/01/19 00:00:00","12/31/20 00:00:00"
22700000,3,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
22700000,4,90000,105,"01/01/19 00:00:00","12/31/20 00:00:00"
22701000,1,61817,35,"01/01/19 00:00:00","12/31/20 00:00:00"
22701000,2,40016,20,"01/01/19 00:00:00","12/31/20 00:00:00"
22701000,3,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
22701000,4,90000,105,"01/01/19 00:00:00","12/31/20 00:00:00"
22704010,1,10205,90,"01/01/19 00:00:00","12/31/20 00:00:00"
22704010,2,90000,90,"01/01/19 00:00:00","12/31/20 00:00:00"
22705010,1,64720,85,"01/01/19 00:00:00","12/31/20 00:00:00"
22705010,2,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
22706010,1,61506,45,"01/01/19 00:00:00","12/31/20 00:00:00"
22706010,2,10205,55,"01/01/19 00:00:00","12/31/20 00:00:00"
22706010,3,90000,45,"01/01/19 00:00:00","12/31/20 00:00:00"
22707010,1,64720,85,"01/01/19 00:00:00","12/31/20 00:00:00"
22707010,2,10205,80,"01/01/19 00:00:00","12/31/20 00:00:00"
22707010,3,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
22707020,1,64720,85,"01/01/19 00:00:00","12/31/20 00:00:00"
22707020,2,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
22708010,1,60843,85,"01/01/19 00:00:00","12/31/20 00:00:00"
22708010,2,10205,140,"01/01/19 00:00:00","12/31/20 00:00:00"
22708010,3,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
22708020,1,64612,30,"01/01/19 00:00:00","12/31/20 00:00:00"
22708020,2,40016,20,"01/01/19 00:00:00","12/31/20 00:00:00"
22708020,3,51000,17,"01/01/19 00:00:00","12/31/20 00:00:00"
22708020,4,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
22708020,5,90000,60,"01/01/19 00:00:00","12/31/20 00:00:00"
22709010,1,64639,1,"01/01/19 00:00:00","12/31/20 00:00:00"
22709010,2,64578,28,"01/01/19 00:00:00","12/31/20 00:00:00"
22709010,3,64579,57,"01/01/19 00:00:00","12/31/20 00:00:00"
22709010,4,64541,85,"01/01/19 00:00:00","12/31/20 00:00:00"
22709010,5,10205,30,"01/01/19 00:00:00","12/31/20 00:00:00"
22709010,9,90000,30,"01/01/19 00:00:00","12/31/20 00:00:00"
22810010,1,21000,15,"01/01/19 00:00:00","12/31/20 00:00:00"
22810010,2,62733,70,"01/01/19 00:00:00","12/31/20 00:00:00"
22810010,3,90000,70,"01/01/19 00:00:00","12/31/20 00:00:00"
22820000,1,62239,10,"01/01/19 00:00:00","12/31/20 00:00:00"
22820000,2,62733,70,"01/01/19 00:00:00","12/31/20 00:00:00"
22820000,3,90000,70,"01/01/19 00:00:00","12/31/20 00:00:00"
23000100,1,64747,30,"01/01/19 00:00:00","12/31/20 00:00:00"
23000100,2,40016,20,"01/01/19 00:00:00","12/31/20 00:00:00"
23000100,3,51000,17,"01/01/19 00:00:00","12/31/20 00:00:00"
23000100,4,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23000100,5,90000,60,"01/01/19 00:00:00","12/31/20 00:00:00"
23101000,1,62632,90,"01/01/19 00:00:00","12/31/20 00:00:00"
23101000,2,40016,20,"01/01/19 00:00:00","12/31/20 00:00:00"
23101000,3,51000,17,"01/01/19 00:00:00","12/31/20 00:00:00"
23101000,4,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23101000,5,90000,90,"01/01/19 00:00:00","12/31/20 00:00:00"
23132000,1,61633,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23132000,2,40016,20,"01/01/19 00:00:00","12/31/20 00:00:00"
23132000,3,51000,17,"01/01/19 00:00:00","12/31/20 00:00:00"
23132000,4,10205,125,"01/01/19 00:00:00","12/31/20 00:00:00"
23132000,5,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23150100,1,51000,17,"01/01/19 00:00:00","12/31/20 00:00:00"
23150100,2,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23150100,3,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23201010,1,62632,90,"01/01/19 00:00:00","12/31/20 00:00:00"
23201010,2,40016,20,"01/01/19 00:00:00","12/31/20 00:00:00"
23201010,3,51000,17,"01/01/19 00:00:00","12/31/20 00:00:00"
23201010,4,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23201010,5,90000,90,"01/01/19 00:00:00","12/31/20 00:00:00"
23220010,1,61633,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23220010,2,40016,20,"01/01/19 00:00:00","12/31/20 00:00:00"
23220010,3,51000,17,"01/01/19 00:00:00","12/31/20 00:00:00"
23220010,4,10205,125,"01/01/19 00:00:00","12/31/20 00:00:00"
23220010,5,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23220020,1,62239,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23220020,2,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23310000,1,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23310000,2,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23321000,1,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23321000,2,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23321200,1,61633,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23321200,2,64765,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23321200,3,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23321200,4,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23321900,1,62255,14,"01/01/19 00:00:00","12/31/20 00:00:00"
23321900,2,10205,140,"01/01/19 00:00:00","12/31/20 00:00:00"
23321900,3,90000,47,"01/01/19 00:00:00","12/31/20 00:00:00"
23322100,1,61633,35,"01/01/19 00:00:00","12/31/20 00:00:00"
23322100,2,61935,15,"01/01/19 00:00:00","12/31/20 00:00:00"
23322100,3,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23322100,4,90000,35,"01/01/19 00:00:00","12/31/20 00:00:00"
23323100,1,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23323100,2,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23323500,1,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23323500,2,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23324100,1,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23324100,2,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23326100,1,61633,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23326100,2,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23326100,3,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23331100,1,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23331100,2,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23332100,1,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23332100,2,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23333100,1,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23333100,2,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23334100,1,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23334100,2,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23335100,1,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23335100,2,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23340100,1,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23340100,2,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23345100,1,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23345100,2,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
23350100,1,10205,135,"01/01/19 00:00:00","12/31/20 00:00:00"
23350100,2,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24100000,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24100000,2,61667,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24100000,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24100000,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24100000,16,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24100010,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24100010,2,61667,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24100010,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24100010,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24100010,16,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24100020,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24100020,2,61667,50,"01/01/19 00:00:00","12/31/20 00:00:00"
24100020,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24100020,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24100020,20,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24102000,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24102000,2,61667,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24102000,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24102000,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24102000,16,62386,300,"01/01/19 00:00:00","12/31/20 00:00:00"
24102000,17,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24102010,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24102010,2,61667,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24102010,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24102010,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24102010,16,62386,300,"01/01/19 00:00:00","12/31/20 00:00:00"
24102010,17,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24102020,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24102020,2,61667,50,"01/01/19 00:00:00","12/31/20 00:00:00"
24102020,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24102020,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24102020,5,62385,245,"01/01/19 00:00:00","12/31/20 00:00:00"
24102020,21,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24102050,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24102050,2,61667,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24102050,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24102050,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24102050,5,62386,300,"01/01/19 00:00:00","12/31/20 00:00:00"
24102050,6,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24102060,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24102060,2,61667,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24102060,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24102060,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24102060,5,62386,300,"01/01/19 00:00:00","12/31/20 00:00:00"
24102060,6,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24102070,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24102070,2,61667,50,"01/01/19 00:00:00","12/31/20 00:00:00"
24102070,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24102070,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24102070,5,62386,245,"01/01/19 00:00:00","12/31/20 00:00:00"
24102070,6,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24103000,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24103000,2,61667,70,"01/01/19 00:00:00","12/31/20 00:00:00"
24103000,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24103000,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24103000,17,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24103010,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24103010,2,61667,70,"01/01/19 00:00:00","12/31/20 00:00:00"
24103010,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24103010,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24103010,17,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24103020,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24103020,2,61667,55,"01/01/19 00:00:00","12/31/20 00:00:00"
24103020,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24103020,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24103020,21,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24103050,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24103050,2,61667,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24103050,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24103050,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24103050,5,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24103055,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24103055,2,61667,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24103055,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24103055,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24103055,5,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24103060,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24103060,2,61667,50,"01/01/19 00:00:00","12/31/20 00:00:00"
24103060,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24103060,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24103060,5,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24103070,1,10049,165,"01/01/19 00:00:00","12/31/20 00:00:00"
24103070,2,61667,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24103070,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24103070,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24103070,5,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24103075,1,10049,165,"01/01/19 00:00:00","12/31/20 00:00:00"
24103075,2,61667,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24103075,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24103075,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24103075,5,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24103080,1,10049,165,"01/01/19 00:00:00","12/31/20 00:00:00"
24103080,2,61667,75,"01/01/19 00:00:00","12/31/20 00:00:00"
24103080,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24103080,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24103080,5,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24104049,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24104049,2,61667,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24104049,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24104049,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24104049,5,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24104051,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24104051,2,61667,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24104051,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24104051,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24104051,5,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24107070,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24107070,2,61667,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24107070,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24107070,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24107070,5,62386,465,"01/01/19 00:00:00","12/31/20 00:00:00"
24107070,6,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24107071,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24107071,2,61667,50,"01/01/19 00:00:00","12/31/20 00:00:00"
24107071,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24107071,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24107071,5,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24107080,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24107080,2,61667,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24107080,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24107080,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24107080,5,62386,465,"01/01/19 00:00:00","12/31/20 00:00:00"
24107080,6,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24107081,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24107081,2,61667,50,"01/01/19 00:00:00","12/31/20 00:00:00"
24107081,3,61935,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24107081,4,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24107081,5,90000,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24120110,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24120110,2,64696,130,"01/01/19 00:00:00","12/31/20 00:00:00"
24120110,3,62138,30,"01/01/19 00:00:00","12/31/20 00:00:00"
24120110,4,61398,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24120110,5,61039,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24120110,6,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24120110,7,60453,155,"01/01/19 00:00:00","12/31/20 00:00:00"
24120110,8,90000,130,"01/01/19 00:00:00","12/31/20 00:00:00"
24120120,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24120120,2,64696,120,"01/01/19 00:00:00","12/31/20 00:00:00"
24120120,3,62138,30,"01/01/19 00:00:00","12/31/20 00:00:00"
24120120,4,61398,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24120120,5,61039,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24120120,6,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24120120,7,60453,155,"01/01/19 00:00:00","12/31/20 00:00:00"
24120120,8,90000,120,"01/01/19 00:00:00","12/31/20 00:00:00"
24122130,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24122130,2,64698,110,"01/01/19 00:00:00","12/31/20 00:00:00"
24122130,3,64699,130,"01/01/19 00:00:00","12/31/20 00:00:00"
24122130,4,64700,145,"01/01/19 00:00:00","12/31/20 00:00:00"
24122130,5,62138,30,"01/01/19 00:00:00","12/31/20 00:00:00"
24122130,6,61398,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24122130,7,61039,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24122130,8,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24122130,9,60453,155,"01/01/19 00:00:00","12/31/20 00:00:00"
24122130,10,90000,130,"01/01/19 00:00:00","12/31/20 00:00:00"
24122131,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24122131,2,64698,105,"01/01/19 00:00:00","12/31/20 00:00:00"
24122131,3,64699,120,"01/01/19 00:00:00","12/31/20 00:00:00"
24122131,4,64700,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24122131,5,62138,30,"01/01/19 00:00:00","12/31/20 00:00:00"
24122131,6,61398,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24122131,7,61039,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24122131,8,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24122131,9,60453,155,"01/01/19 00:00:00","12/31/20 00:00:00"
24122131,10,90000,120,"01/01/19 00:00:00","12/31/20 00:00:00"
24122140,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24122140,2,64698,110,"01/01/19 00:00:00","12/31/20 00:00:00"
24122140,3,64699,130,"01/01/19 00:00:00","12/31/20 00:00:00"
24122140,4,64700,145,"01/01/19 00:00:00","12/31/20 00:00:00"
24122140,5,62138,30,"01/01/19 00:00:00","12/31/20 00:00:00"
24122140,6,61398,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24122140,7,61039,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24122140,8,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24122140,9,60453,155,"01/01/19 00:00:00","12/31/20 00:00:00"
24122140,10,90000,130,"01/01/19 00:00:00","12/31/20 00:00:00"
24122141,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24122141,2,64698,105,"01/01/19 00:00:00","12/31/20 00:00:00"
24122141,3,64699,120,"01/01/19 00:00:00","12/31/20 00:00:00"
24122141,4,64700,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24122141,5,62138,30,"01/01/19 00:00:00","12/31/20 00:00:00"
24122141,6,61398,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24122141,7,61039,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24122141,8,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24122141,9,60453,155,"01/01/19 00:00:00","12/31/20 00:00:00"
24122141,10,90000,120,"01/01/19 00:00:00","12/31/20 00:00:00"
24122150,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24122150,2,64696,130,"01/01/19 00:00:00","12/31/20 00:00:00"
24122150,3,62138,30,"01/01/19 00:00:00","12/31/20 00:00:00"
24122150,4,61398,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24122150,5,61039,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24122150,6,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24122150,7,90000,130,"01/01/19 00:00:00","12/31/20 00:00:00"
24122150,8,60453,155,"01/01/19 00:00:00","12/31/20 00:00:00"
24122151,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
24122151,2,64696,120,"01/01/19 00:00:00","12/31/20 00:00:00"
24122151,3,62138,30,"01/01/19 00:00:00","12/31/20 00:00:00"
24122151,4,61398,60,"01/01/19 00:00:00","12/31/20 00:00:00"
24122151,5,61039,85,"01/01/19 00:00:00","12/31/20 00:00:00"
24122151,6,40040,28.35,"01/01/19 00:00:00","12/31/20 00:00:00"
24122151,7,60453,155,"01/01/19 00:00:00","12/31/20 00:00:00"
24122151,8,90000,120,"01/01/19 00:00:00","12/31/20 00:00:00"
24122160,1,10049,135,"01/01/19 00:00:00","12/31/20 00:00:00"
